text,text_clean,sentiment
"Ada 3 Kampus:
Pati
Semarang 
Purbalingga

Seluruh siswa yg lolos seleksi masuk ke Sekolah ini adalah dr keluarga yg Tidak Mampu

Mereka diharapkan kedepan mampu mengangkat kehidupan keluarga

Selamat untuk siswa siswi yg diterima di SMKN Jateng, belajar yg semangat yah😍🥰",kampus pati semarang purbalingga siswa lolos seleksi masuk sekolah keluarga harap depan angkat hidup keluarga selamat siswa siswi terima smkn jawa tengah ajar semangat yah,pos
[cm] Kampus mana aja di Semarang yang udah offline?,kampus semarang offline,neu
"@_cimolrebus Mon maap mba satu bulan di Semarang blm pernah jalan-jalan, hidup sy seputar kampus kost maktab wkwk..😭😂🙏",mon maap mbak semarang jalanjalan hidup putar kampus kos maktab wkwk,neu
"Ada tiga kampus, yaitu di kab. Pati, di Kota Semarang dan Kab. Purbalingga. Sekolah ini hanya menerima siswa dr keluarga tidak mampu. Agar dengan bekal pengetahuan dan keterampilan yang diperoleh di sini, bisa jadi jalan mereka untuk mengangkat derajat keluarga.",kampus kab pati kota semarang kab purbalingga sekolah terima siswa keluarga bekal tahu terampil oleh jalan angkat derajat keluarga,pos
"@buatbelajarptn dilancarkan, sukses selalu &amp; sehat teruss aamii. 😭💓💗 Ohh iyaa nama ku Nur Afni domisili prov jawa tengah kota Semarang kampus impianku universitas gadjah Mada (UGM) jurusan akuntansi",lancar sukses amp sehat teruss aamii ohh iyaa nama ku nur afni domisili prov jawa kota semarang kampus impi universitas gadjah mada ugm jurus akuntansi,pos
Abis debat cagub cawagub BEM FEB 😸 | Ghulam Vicky nomer 4~ #selfie #university #bem #feb #udinus @… http://t.co/Z0kDEUbr7Y,habis debat cagub cawagub bem feb ghulam vicky nomor,pos
#latepost #yesterday #kids #drawing #coloring #udinus #winner #lovely #lotsoflove selamat Hugo Ruru… http://t.co/ivJDWelHtV,selamat hugo ruru,pos
#latepost #yesterday #kids #drawing #coloring #udinus etos kerja adalah? Loyalitas tanpa? lol http://t.co/92UjWNJ0K6,etos kerja loyalitas tertawa,pos
"Re-or PKKMK , Tugas baru Tanggung jawab baru!! #PKKMK #re-or #catholic #mahasiswa #udinus http://t.co/G3aeemhyXe",reor pkkmk tugas tanggung,neu
Pengajian @HijabersSMG #udinus,aji,neu
#UDINUS http://t.co/xyEKsHcBhF,,neu
@enda_zara #udinus @ungu_tweet #ungu http://t.co/TBWgsGAMa1,,neu
@enda_zara #udinus @ungu_tweet http://t.co/uzltx5OFGL,,neu
@enda_zara on action #udinus #ungu @ungu_tweet.... http://t.co/ZCOmQ39SHI,aksi,neu
@enda_zara on action #udinus #ungu @ungu_tweet http://t.co/RgximY5F2Q,aksi,neu
@Makki_Parikesit on action #udinus #ungu @ungu_tweet http://t.co/SmpDRzQgE2,aksi,neu
"Semarang at night! Top of E building, udinus :3 #me #prepare #seminar #event #bem #feb #udinus #job… http://t.co/YwtNaqg45R",semarang malam top e building udinus,neu
Adus wangi trus gembel nink kampus #udinus,adus wangi gembel nink kampus,neu
#Ciputra #SEMARANG #Hotelciputrasemarang #Unguband #UDINUS http://t.co/eIU9KAcWmZ,,neu
"@digimonbaik @jawashitpost Dulu waktu aku ikut kampus mengajar, sekolah tempat pengandianku bahkan kalo ditotal dari kelas 1-6 gaada 25 anak. Kelas 1 aja bahkan udh gaada org. Padahal ini di Kota Semarang. Sedih sekali 🥲",kampus ajar sekolah kandi total kelas anak kelas orang kota semarang sedih,neg
"@veavelin ‾ƪ('⌣ƪ) RT @doublechaa: Yg bs foto bs berjabat tangan sm ungu, pasti pada gamau mandi ;;) uhh bau acemm #dinus #udinus #unguBand",rt foto jabat tangan ungu mandi uhh bau acemm,neg
"HBD UDINUS 💻 🎎 👏 🙌
#UDINUS #gedungG #Konser #Ungu #BandLain #Night #jingkrak2 #HaveFun #friends… http://t.co/mmN7kK9vJI",selamat ulang udinus,neu
"Lagi, Kritik dari Kampus untuk Tol Tanggul Laut Semarang https://t.co/ploJ4Td1ZS #TempoTekno",kritik kampus tol tanggul laut semarang,neg
Udinus menjadi lautan manusia #udinus #dinus #action #ungu #band #rame @ Gedung G Udinus Semarang http://t.co/45IqJNSZa2,udinus laut manusia gedung udinus semarang,neu
@sbmptnfess Yang tidak di terima di UGM bisa kuliah di Universitas islam sultan agung semarang..kampus islam swasta terbaik di indonesia dengan akreditasi Unggul setara dengan UGM,terima ugm kuliah universitas islam sultan agung semarangkampus islam swasta baik indonesia akreditasi unggul tara ugm,pos
"Info Kampus Perkuat Pendidikan, FE Unissula Boyong 30 Mahasiswa ke UiTM Malaysia

Selengkapnya Klik Tautan Berikut ini
#Semarang #Infokampus #FEUnissula #UiTMMalaysia 

https://t.co/BoCTs2xhIA",informasi kampus kuat didik fe unissula boyong mahasiswa uitm malaysia lengkap klik taut,neg
thx buat semua well #OmSontongGeyong #udinus #dinusAction #bass #onStage http://t.co/mI0tJcz3xf,terimakasih well,neu
DINUS IN ACTION #UDINUS#UNGU http://t.co/V7cEVAvEAy,nus aksi,neu
#Unguband #UDINUS #SEMARANG http://t.co/Fprc8A0LOK,,neu
"@5454annisa Ya tunangan nya hebat dung, bisa kenal semua petugas KAI di semarang, ya sabar mbak semua butuh proses prosedur gk bisa. Kewenangan tetep di kepolisian. Jgn ngejudge gtu mbak, di tempat kerja/kampus mbak mungkin ada maling knpa di ijinkan kerja/kuliah di tempat nya mbak",ya tunang nya hebat dung kenal tugas kai semarang ya sabar mbak butuh proses prosedur wenang polisi ngejudge mbak kerjakampus mbak maling ijinkan kerjakuliah nya mbak,pos
"@AdjieSanPutro Aku pernah. Pas pulang dari ujian mandiri di salah satu kampus di semarang, pas naik bis, dan aku waktu itu belum tau perbedaan bis ekonomi sama patas. Alhasil aku naik yang patas (ternyata mahal wkwk) nah, pas udah di dalem itu keliatan penuh, terus ada mba-mba sama cowo, yg...",pas pulang uji mandiri salah kampus semarang pas habis tau beda habis ekonomi patas alhasil patas mahal wkwk pas dalem penuh mbamba cowok,pos
"Bf before leaving Solo ~ Semarang, hehe https://t.co/iit4pCxl0Q",bf leaving solo semarang hehe,neu
"Lagi BU, gaes. Wireless preloved. Dulu beli di Jaknote Semarang. Baru 1x pemakaian. Masih bagus dan berfungsi 100%.

https://t.co/GnnV8PXkXQ https://t.co/OTQu9Th2E3",bu gaes wireless preloved beli jaknote semarang x pakai bagus fungsi,pos
Ndes hawane kok aku nibo terus ki nopo ya😭 opo kudu syukuran opo pie deh huhu,ndes hawane nibo ki nopo ya kudu syukur pie deh huhu,pos
"OPEN CINTA🥀
https://t.co/77Mb5I8km6
-
#bosemarang #availSemarang https://t.co/u1eHG8pg7v",open cinta,pos
"KAKANWIL KEMENKUMHAM JATENG A YUSPAHRUDDIN: Bentuk WBP Yang Terampil, LPP Semarang Gelar Pelatihan Kemandirian Bersertifikasi,https://t.co/8JuTx67slT,",kakanwil menteri hukum hak asasi manusia jawa tengah yuspahruddin bentuk wbp terampil lpp semarang gelar latih mandiri sertifikasi,pos
"Pembinaan Mental Aparatur Sipil Negara (ASN) di lingkungan Pemerintah Kota Semarang tahun 2023, menjadi bagian upaya penguatan organisasi guna mewujudkan pelayanan terbaik bagi warga Kota Semarang.
#PemerintahKotaSemarang 
#BergerakBersama https://t.co/oZRu9rynjF",bina mental aparatur sipil negara asn lingkung perintah kota semarang upaya kuat organisasi wujud layan baik warga kota semarang,pos
"KAKANWIL KEMENKUMHAM JATENG A YUSPAHRUDDIN: Penuh Suka Cita, AKIP Angatan 17 Temu Kangen di Semarang - https://t.co/9EPbbZGLQB,",kakanwil menteri hukum hak asasi manusia jawa tengah yuspahruddin penuh suka cita akip angatan temu kangen semarang,pos
@nothingbutoke Ak di semarang baratt,semarang baratt,neu
"@pupr_bpjt halo, apakah ada rencana pembangunan jalan tol Pantura dari Semarang-Demak-Tuban- lamongan?",halo rencana bangun jalan tol pantura semarangdemaktuban lamongan,neu
"SOLO TRIP MENUJU SOLO-JOGJA-SEMARANG 

Karena gaada kerjaan di bis jadi nulis aja ah di twitter, hahaha.",solo trip solojogjasemarang kerja habis nulis ah twitter hahaha,pos
"@ilyouhaechan @haechanconfess Semarang, kamu?",semarang,neu
Ndes danau BSB pagi ini udah buka buat umum belum ya?,ndes danau bsb pagi buka ya,neu
"Laga Kontra PSIS Semarang Ditunda, Begini Respons Persebaya https://t.co/Nh4CWRb8Xn",laga kontra psis semarang tunda respons baya,neg
"Selamat pagi Sahabat Budaya
waktunya Geliat Pagi dengan tembang-tembang yang bikin pagi hari semakin semangat.
STAY TUNE!!! di 88,2 FM atau melalui aplikasi RRI Play Go.",selamat pagi sahabat budaya geliat pagi tembangtembang bikin pagi semangat stay tune fm aplikasi rri play go,pos
"untuk yang DM dan tanya "" bisa ikut pulangnya aja kak? "" 

jawabannya kalian bisa baca twitt dibawah ini

https://t.co/0fykflYXa1",dm pulang kak jawab baca twitt bawah,neu
"This is the new PSIS Semarang 2022-23 Third kit by Riors. This shirt showcases the colours of Semarang City, inspired by the famous Warak Ngendog creature.

Read more: https://t.co/QcHg9K1iyO

#riors #psis #footballshirt #victoryindiversity #PSISSemarang https://t.co/tg8S7aIzx7",new psis semarang third kit riors shirt showcases colours semarang city inspired famous warak ngendog creature read,neu
ndes saiki carane DM twt e womg liyo piye ya. kok ng profil wes gak ono,ndes carane dm twt e womg liyo ya ng profil,neu
"nctzen Semarang, nctzen Kendal banyak banget nih yang tanya "" kalau aku mau ikut trip pulang aja bisa? sekalian aku mau nitip barang bawaan di bis sebelum konser tds mulai ""

jawabannya
 "" BOLEHHH DAN BISA BANGET ""

form order 🔗 https://t.co/9UMKAKWEMQ

⬇️⬇️⬇️SCROLLDOWN⬇️⬇️⬇️⬇️",nctzen semarang nctzen kendal banget nih trip pulang nitip barang bawa habis konser tds jawab banget form order scrolldown,pos
Pas mau balik sempet pegang lengan pasha n onci wahaha dr SD baru  ktmu skarang #udinus KEREN !!!! http://t.co/wPUthmcQF9,pas sempet pegang lengan pasha n onci wahaha sd ketemu keren,pos
Wohooo pegel ni kaki gue liat aa pasha nyanyi #ungu #udinus #dinus_action #2014 #latepost http://t.co/8YDkFix4to,woho pegal ni kaki lihat aa pasha nyanyi,neu
Aa pasha #ungu #udinus #latepost [pic] — https://t.co/zUjDIjIdXf,aa pasha pic,neu
#DINUSACTION #UnguBand #UDINUS  😜😱 http://t.co/iIIxW6AVvW,,neu
"Oot dr perthailand'n tapi aku pernah ngalamin hal yg mirip kaya gini~ krn aku keep private hubungan aku sm cowoku jd dlu ada kating anak FT ngedeketin aku~ udah ngajak jalan tp gamau di daerah kampus, maunya di semarang bawah. Aku anaknya kalo kenal org baru selalu kepo ngubek2.. https://t.co/LyUuWkBpNF",oot perthailandn ngalamin kaya keep private hubung cowoku kating anak ft ngedeketin ngajak jalan daerah kampus mau semarang anak kenal orang kepo ngubek,pos
"pengen bgt berangkat kejurnas woodball di semarang, tp dana dari kampus belum cair jg, masa pake dana pribadi 🥺",banget berangkat kejurnas woodball semarang dana kampus cair pakai dana pribadi,neu
Undip Semarang Hadirkan Program Studi di Luar Kampus Utama https://t.co/FL1l9beip6,undip semarang hadir program studi kampus utama,neu
"Sebanyak 2.195 peserta mengikuti Ujian jalur mandiri (UJM) Universitas Islam Negeri Walisongo Semarang. Ujian dengan menggunakan pola Tes Berbasis Komputer (CBT) ini digelar selama 3 hari, pada 11 Juli hingga 13 Juli 2022 terpusat di kampus III UIN Walisongo Semarang. https://t.co/seVlIMh65b",serta ikut uji jalur mandiri ujm universitas islam negeri walisongo semarang uji pola tes bas komputer cbt gelar juli juli pusat kampus uin walisongo semarang,neu
"Ini aku dom Semarang. skincarenya perbulan ya, dan habisnya pada gantian nggak barengan. 
Aku nyuci sendiri. Keperluan kamar itu buat belanja MCK dan detergen dll. 
Aku masak sendiri uang makan udah include untuk beras, lauk dan saku ke kampus (bawa bekal sendiri). Trs (cont)",dom semarang skincarenya bulan ya habis ganti bareng nyuci perlu kamar belanja mck detergen lain masak uang makan beras lauk saku kampus bawa bekal cont,neu
"Untung gw tadi kagak nge gass ke semarang, bayangin udah pertengahan jalan tbtb ibuknya bilang ""saya udh mau keluar kampus"" duarrr nangis nangis dah tuh gw ditengah jalan.",untung nge gass semarang bayangin tengah jalan tbtb ibuknya bilang kampus duar nang nang tuh tengah jalan,pos
"3 Kost Rukita di Semarang Dekat Kampus dan Tempat Wisata, Mulai 1 Jutaan Aja! - Rukita https://t.co/ajf8qUSMST",kos rukita semarang kampus wisata juta rukita,neu
"Selamat memperingatI hari raya Idul Adha 1443H

#kuliahkaryawan
#kampusmerdeka
#kampussemarang
#semarang
#kuliahsemarang
#kuliahsambilkerja @ Kota Semarang https://t.co/LYJP4fgfFl",selamat ingat raya idul adha h kota semarang,pos
"Tepatnya di daerah Siroto, Candirejo, Kec. Ungaran Barat, Semarang. Kampus UNW belok, lurus terus wkwk 🤣",tepat daerah siroto candirejo kec ungar barat semarang kampus unw belok lurus wkwk,pos
"[cm] temen-temen di sini yg mhs Udinus Semarang ada yg lagi nyari-nyari kost deket kampus gak ya? Barangkali ada yg lagi nyari bisa rep ya, ntar sender dm. Makasihh❤️",tementemen mhs udinus semarang nyarinyari kos kampus ya barangkali nyari rep ya sender dm makasihh,neu
@JudahLion188 Kerenn ini kampus unnes semarang kah??,kerenn kampus unnes semarang kah,neu
"@thallaso_phile Lg di semarang  vi, cm lihat kos sm kampus ajaaa nanti plg lagii",semarang vi lihat kos kampus pulang lagi,neu
Ribuan Jemaah Salat Idul Adha Padati Masjid Kampus Undip Semarang https://t.co/GdEt8Koefe,ribu jemaah salat idul adha padat masjid kampus undip semarang,pos
#DINUSACTION #UNGU #UDINUS 😱🙌🙆😄 http://t.co/rsWAVe39lv,,neu
Ribuan Jemaah Salat Iduladha Padati Masjid Kampus Undip Semarang https://t.co/STO7eCwsb7,ribu jemaah salat iduladha padat masjid kampus undip semarang,pos
"wwuuuuuuuuwwww kereennzz. jugaa #ALINZ =))
#Gedung_G #UDINUS ^^`",wwuw kereennzz jugaa,neu
"Selamat Hari Raya Idul Adha
Sebagaimana Nabi Ibrahim yang tetap bertawakal ketika Allah mengujinya untuk menyembelih anak kesayangannya, Nabi Ismail, Masyaallah

Semoga kita bisa meneladani dan memaknai berqurban dengan lebih berarti
#Kampusmerdeka
#kampussemarang
#Upgris https://t.co/mkqdhquwtJ",selamat raya idul adha nabi ibrahim tawakal allah uji sembelih anak sayang nabi ismail masyaallah moga teladan makna berqurban,pos
"@anak_unpad Wajar min. Karna kampus negeri kan cuma sedikit. Beberapa diantaranya, Universitas Negeri Jakarta, Univ. Negeri Semarang, Univ. Islam Negeri 😁",wajar min kampus negeri universitas negeri jakarta univ negeri semarang univ islam negeri,neu
"😔😔😔 ""@Cliq_Rembang: #UDINUS @UNGU_Tweet http://t.co/SbdsLq6o57""",,neu
"Polsek Tembalang Pengamanan Shalat Idul Adha 1443 H di Kampus UNIMUS (Universitas Muhammadiyah Semarang) Jl.Kedungmundu Raya No.18 Kel.Kedungmundu.dgn Imam MUHAMMAD ILHAM GANDI (Imam Muda Masjid At Taqwa Muhammadiyah Jateng) dan Khotib Drs.H.WAHYUDI M.PD.
Sabtu,09/07/2022 https://t.co/uM8VUt2Vio",polsek tembalang aman shalat idul adha h kampus unimus universitas muhammadiyah semarang jlkedungmundu raya nomor kelkedungmundudgn imam muhammad ilham gandi imam muda masjid taqwa muhammadiyah jawa tengah khotib drshwahyudi mpd sabtu,pos
Info penginapan mingguan deket poltekkes semarang kampus 1 ndes! Tolongg butuh bangetttt buat ospekk,informasi inap minggu poltekkes semarang kampus ndes tolongg butuh banget ospekk,neu
#UDINUS @UNGU_Tweet http://t.co/JLS4Cz4QGn,,neu
"Buat elu elu semua yang besok mau daftar kampus mengajar kalau ada ketentuan sesuatu domisili udah daftar aja sesuai KTP lu, jgn di Kota Besar kayak Semarang, Kemungkinan ktrimanya kecil njir, gapeduli elu ex ketua bem, atau apalah, kalau kota besar mah srkolahnya jg dikit pasti.",besok daftar kampus ajar tentu domisili daftar sesuai ktp kota semarang ktrimanya njir gapeduli contoh ketua bem apa kota mah srkolahnya,pos
Kuliah dulu #udinus,kuliah,neu
kangen makanan semarang terutama daerah kampus emang murah murah dan worthyy,kangen makan semarang daerah kampus emang murah murah worthyy,pos
UNGU Band Today at my campus #UDINUS http://t.co/Hpua9vENLH,ungu band campus,neu
Fess klo kmu beli ini seharga 12 k worth it ga? https://t.co/cdjEPGCl5C,fess beli harga k worth,neu
sc #OSG #UDINUS #DINUSaction (at @dinuspolke) — https://t.co/Bc54XW8aey,sc,neu
#forabetterfuture #udinus [pic] — https://t.co/UgsCons37L,pic,neu
#ManajemenCamp2014 #Udinus#latepost http://t.co/QVgOgYItRG,,neu
hammmmzzz #Metodepenelitian ituhh emang makull sesuatuh buuangeth nyangkuth hidup mati di #UDINUS =&gt;&gt; #SKRIPSI :((,hamz ituhh emang makull sesuatuh buuangeth nyangkuth hidup mati gtgt,neg
#today #happy #cool #10 #and #6 #udinus #player #basketball @nonawardani http://t.co/iB2chqcuzV,,neu
Happy wedding yanti semoga segera dapat cucu yak #kondangin #kondangan #riverpurple #udinus #sukasuka http://t.co/pqrMxavz8Z,senang wedding yanti moga cucu yak,pos
Konser ungu nek kampus #UDINUS http://t.co/3KCY8O8mG8,konser ungu nek kampus,neu
Bismilah! Sukses! Cc: ryanrzm #bem #feb #udinus #university #event #june #job #team #proposal #seminar http://t.co/PU0pdP31iC,bismilah sukses cc ryanrzm,pos
Dapet juga foto bareng :D #perwira #udinus http://t.co/IWP06EBphF,dapet foto bareng,neu
Alhamdulillah untuk sementara jadi mahasiswa Teknik Informatika #Udinus,alhamdulillah mahasiswa teknik informatika,pos
@M4rc3l_79 @MataNajwa Tolong wawancarai juga pak ganjar 2 periode semarang kok bisa banjir,tolong wawancara ganjar periode semarang banjir,neu
Simponi Band: Konsisten Suarakan Perlawanan Lewat Musik https://t.co/IJGFvulODN #SaveKPK,simponi band konsisten suara lawan musik,neu
Ternyata Ini Alasan Laga PSIS Semarang Vs Persebaya Ditunda #psissemarang https://t.co/Jb59e1Gvhw,alas laga psis semarang vs baya tunda,neu
Pengalaman yang memiliki luka akan menjadi suatu pelajaran yang baik. (Ciel Phantomhive/Kuro Shitsuji),alam milik luka ajar ciel phantomhivekuro shitsuji,neg
@bonekcasuals Polisi semarang nglempot..,polisi semarang nglempot,neu
@Semarang____hot Asli apa tipu tipu?,asli tipu tipu,neg
"ndes carane nyepik cowok ki piye sih
masio aku gak patio ayu mosok yo gak ono harapan :(",ndes carane nyepik cowok ki sih masio patio ayu mosok ya harap,neu
"@lavieenrose2326 @rismayulianti99 @swectiest aku Semarang Pedurungan tapi punten pedurungan luas, jadi kalo udah nemu informasi tambahan kalo mau samper bilang ajah👍🏻",semarang pedurungan maaf pedurungan luas temu informasi tambah samper bilang,pos
"@A_ChristyJKT48 Pagii, semangat toy",pagi semangat toy,pos
@angewwie Kelakuan gondes2 cah semarang iki mesti,laku gondes bocah semarang mesti,neu
@FWBSmg Wkwkw semarang lagi dingin,wkwkw semarang dingin,neg
